memo,ID,lat,lng,type
,493,35.89455,128.612642,2
,494,35.894511,128.612671,2
,495,35.894482,128.61269,2
,496,35.894272,128.612708,2
B12,497,35.89419,128.61273,2
,498,35.894143,128.612743,2
,499,35.894096,128.612756,2
,500,35.894049,128.612769,2
,501,35.894002,128.612782,2
,502,35.893955,128.612795,2
,503,35.893908,128.612808,2
,504,35.893861,128.612821,2
,505,35.893734,128.612857,2
,506,35.893617,128.61289,2
B13,507,35.893555,128.612911,2
,508,35.893498,128.612921,2
,509,35.893441,128.612931,2
,510,35.893384,128.612941,2
,511,35.893327,128.612951,2
,512,35.89327,128.612961,2
,513,35.893213,128.612971,2
,514,35.893156,128.612981,2
,515,35.893071,128.612987,2
,516,35.892987,128.612983,2
B14,517,35.892911,128.612979,2
,518,35.892854,128.612978,2
,519,35.892797,128.612977,2
,520,35.89274,128.612976,2
,521,35.892683,128.612975,2
,522,35.892626,128.612974,2
,523,35.892569,128.612973,2
,524,35.892506,128.612966,2
,525,35.89238,128.61296,2
B20,526,35.893469,128.611858,2
,527,35.893414,128.611851,2
,528,35.893359,128.611844,2
,529,35.893304,128.611837,2
,530,35.893249,128.61183,2
,531,35.893143,128.61182,2
,532,35.893037,128.61181,2
B30,533,35.891999,128.61319,2
,534,35.89194,128.613188,2
,535,35.891881,128.613186,2
,536,35.891822,128.613184,2
,537,35.891763,128.613182,2
,538,35.891704,128.61318,2
,539,35.891645,128.613178,2
,540,35.891559,128.613172,2
,541,35.891473,128.613166,2
B30/,542,35.892001,128.613244,2
,543,35.891942,128.613242,2
,544,35.891883,128.61324,2
,545,35.891824,128.613238,2
,546,35.891765,128.613236,2
,547,35.891706,128.613234,2
,548,35.891647,128.613232,2
,549,35.891542,128.613226,2
,550,35.891438,128.61322,2
B41,551,35.888378,128.60739,2
,552,35.888392,128.607464,2
,553,35.888406,128.607538,2
,554,35.88842,128.607612,2
,555,35.888434,128.607686,2
,556,35.888448,128.60776,2
,557,35.888462,128.607834,2
,558,35.888476,128.607908,2
,559,35.88849,128.607982,2
,560,35.888504,128.608056,2
,561,35.888518,128.60813,2
,562,35.888532,128.608204,2
,563,35.888546,128.608278,2
,564,35.88856,128.608352,2
,565,35.888574,128.608426,2
,566,35.888588,128.6085,2
,567,35.888602,128.608574,2
,568,35.888616,128.608648,2
,569,35.88863,128.608722,2
,570,35.888644,128.608796,2
,571,35.888658,128.60887,2
,572,35.888672,128.608944,2
,573,35.888686,128.609018,2
,574,35.8887,128.609092,2
,575,35.888714,128.609166,2
